no of sites,inc mat,freq breakdown,inacc cost,satisfaction,delay rate
92,79,97,100,54,102.738
83,79,47,38,89,81.869
75,35,88,51,66,76.725
30,91,91,92,67,90.439
99,95,71,85,38,94.42699999999999
66,84,38,32,46,64.78599999999999
40,39,75,60,34,60.40599999999999
38,84,33,84,48,69.916
90,66,35,71,91,85.972
46,56,71,38,96,74.874
42,74,79,91,92,92.149
53,91,48,33,100,79.261
74,76,79,49,78,86.74499999999999
33,56,97,91,32,75.271
32,98,64,50,74,77.55199999999999
97,34,76,87,62,86.645
52,76,35,100,70,81.118
96,53,32,34,96,75.754
97,74,92,76,60,97.146
76,73,93,34,71,84.553
37,34,66,97,62,72.115
49,30,34,65,93,66.054
69,43,46,78,32,65.208
93,91,67,38,38,79.602
51,65,53,70,65,74.069
38,89,42,56,38,64.078
77,55,93,88,30,83.47999999999999
37,48,88,92,91,86.789
74,30,57,52,62,66.962
36,40,33,47,72,55.585
100,34,74,43,74,79.13099999999999
41,70,60,61,74,74.595
35,55,80,46,87,73.90299999999999
34,97,38,95,39,73.80799999999999
78,45,54,87,52,76.913
58,96,31,52,58,71.86999999999999
96,43,37,95,68,82.49699999999999
90,81,79,94,86,104.732
71,89,78,50,88,91.64
52,80,69,49,67,77.262
64,88,60,78,73,88.439
68,84,93,31,97,90.942
60,56,75,89,33,76.19599999999998
91,77,33,75,36,75.90700000000001
41,32,92,83,40,70.14699999999999
100,52,48,35,79,76.46
82,77,60,76,96,95.26
66,88,62,31,90,82.155
75,91,67,31,34,72.565
64,50,91,94,89,94.53899999999999
74,64,39,37,67,68.446
85,57,86,84,51,88.369
57,46,94,97,84,92.105
68,36,46,43,76,65.533
79,48,85,84,98,95.99199999999999
60,35,83,44,40,63.804
89,87,93,74,36,92.25999999999999
71,94,80,79,82,98.925
90,79,53,88,85,96.197
51,43,54,87,76,75.771
38,72,89,37,91,79.76599999999999
33,72,78,99,37,77.708
98,70,59,67,42,81.763
69,43,34,64,91,73.333
68,41,86,51,50,72.087
71,94,48,56,47,76.953
82,30,59,55,30,62.275000000000006
47,32,74,62,56,66.024
93,62,98,49,31,81.048
92,67,31,48,82,77.92999999999999
100,91,98,94,92,115.69800000000001
77,67,42,62,86,81.36599999999999
97,87,57,75,80,96.435
38,71,90,75,53,79.69
41,62,91,81,62,82.12700000000001
49,73,61,31,76,70.70700000000001
38,30,79,62,54,64.08800000000001
39,63,52,34,49,57.765
77,65,88,44,53,79.643
34,80,77,79,65,81.658
39,48,51,84,52,66.746
36,66,41,81,80,74.10300000000001
94,83,67,80,89,100.59299999999999
50,71,72,94,71,87.229
65,53,34,48,57,62.587
30,64,74,79,79,79.48400000000001
73,50,68,32,50,66.484
95,42,82,77,33,80.04199999999999
67,35,45,66,48,63.53199999999999
73,35,96,98,86,94.51399999999998
39,93,40,35,60,65.095
57,80,77,65,46,79.167
63,79,41,97,71,85.49199999999999
56,74,37,100,47,76.45100000000001
70,75,66,70,99,92.60899999999998
46,63,41,50,75,67.03299999999999
50,45,47,50,87,68.013
76,61,61,35,43,67.19999999999999
79,30,62,61,76,75.009
51,74,80,77,73,86.51399999999998
95,87,65,63,63,90.822
39,67,75,55,48,69.211
89,77,46,81,58,85.443
65,56,49,85,58,76.21499999999999
63,41,88,68,41,73.291
68,74,40,77,68,79.643
93,97,91,74,43,96.895
63,80,43,73,31,70.592
69,70,56,46,49,70.625
84,78,62,34,92,85.28999999999999
65,97,83,76,68,94.77799999999999
45,61,85,32,65,70.21499999999999
57,55,70,39,39,63.326
93,51,32,43,35,61.782
57,32,80,70,84,78.71199999999999
60,56,54,55,88,76.285
89,91,59,93,36,89.55700000000002
73,40,53,84,77,79.635
53,47,55,99,85,82.596
65,89,42,50,63,75.279
64,76,47,72,44,73.776
61,50,93,88,65,86.963
57,81,46,38,34,62.346
50,73,93,51,64,80.67699999999999
67,47,47,70,43,66.695
31,52,43,100,94,78.012
69,38,90,84,75,86.717
66,98,86,43,51,83.812
86,32,35,100,30,68.80999999999999
99,79,99,70,40,94.19999999999997
38,63,77,97,75,85.30199999999999
82,48,56,89,90,88.89699999999999
82,98,71,30,51,80.86500000000001
37,59,40,80,78,71.66
39,83,88,99,99,99.47399999999999
30,97,76,57,70,80.47299999999998
91,56,52,51,100,85.267
99,40,38,93,49,77.594
94,75,97,80,43,94.691
58,69,63,48,85,78.733
46,94,54,54,51,72.861
69,82,31,61,70,76.243
57,100,40,50,41,70.149
39,89,60,32,99,77.82499999999999
47,53,51,64,32,60.141999999999996
84,76,100,39,39,82.304
34,31,69,62,53,60.679
63,58,95,38,82,81.902
85,81,71,60,34,80.568
34,95,56,69,34,70.169
54,48,51,30,63,59.949000000000005
40,49,65,99,82,81.643
36,53,59,45,62,62.165
57,30,38,65,82,66.271
90,82,99,51,86,99.40699999999998
66,45,78,57,33,67.91999999999999
54,90,88,51,80,88.493
74,54,40,44,55,65.011
51,60,77,35,82,74.365
88,91,93,38,82,95.516
47,74,82,52,42,72.364
54,34,94,93,52,79.639
72,35,79,58,97,83.09899999999999
66,84,79,41,79,85.062
81,70,86,37,50,78.907
57,95,43,48,73,77.015
88,30,59,57,64,72.543
82,78,44,74,41,77.63900000000001
55,41,41,49,88,66.785
52,56,46,72,37,64.03299999999999
100,71,66,94,77,99.335
35,46,98,64,54,72.38799999999999
63,81,41,69,88,83.341
49,49,79,95,64,81.85500000000002
31,70,73,56,72,73.642
36,57,64,46,82,69.50399999999999
51,55,94,89,55,83.8
90,81,92,43,75,92.816
56,38,82,73,99,84.826
50,46,73,32,74,67.04199999999999
32,65,59,37,73,64.876
66,54,33,32,70,62.126
83,92,66,32,66,82.584
56,71,89,96,42,86.21000000000001
96,47,66,82,52,83.47
46,85,37,37,88,71.451
41,76,96,97,72,93.101
31,58,44,60,62,62.16
56,57,92,50,48,73.818
33,56,67,96,67,77.74099999999999
43,34,93,45,44,63.109
88,90,97,58,78,100.128
41,43,78,97,54,76.247
39,89,69,68,100,89.014
44,85,100,65,71,88.978
63,82,30,35,86,72.149
63,73,31,40,78,69.452
49,66,61,90,41,74.76100000000001
56,41,76,47,53,66.506
62,49,42,89,49,70.83999999999999
42,69,34,40,81,64.86099999999999
60,73,75,51,53,76.01
58,81,59,73,33,74.02
65,30,93,78,39,74.251
97,70,42,57,69,81.55799999999999
69,56,39,69,47,68.16
71,86,35,57,52,73.297
66,69,56,51,67,75.28
43,97,36,41,55,66.29599999999999
37,74,72,66,92,83.156
77,48,58,48,97,79.92699999999999
35,66,58,56,95,75.60900000000001
37,76,64,93,87,87.028
64,31,61,79,72,74.773
43,50,94,55,47,70.422
51,69,32,100,89,83.09100000000001
92,62,35,95,93,91.80199999999999
98,37,90,81,82,94.477
93,73,70,64,34,81.27999999999999
59,91,55,95,86,94.05699999999999
54,98,95,30,51,79.94500000000001
69,51,53,99,37,75.196
62,31,47,93,96,80.155
98,66,66,35,86,85.499
30,99,50,48,66,71.45
67,90,38,58,31,69.135
45,39,62,93,32,65.973
43,78,86,80,65,85.78699999999999
60,82,85,87,85,97.234
76,78,64,60,73,85.505
76,31,98,33,38,67.19699999999999
45,89,65,44,44,69.938
80,43,34,82,71,75.469
99,59,47,53,42,72.991
85,66,90,54,99,96.011
46,41,33,45,52,52.863
38,70,70,58,35,66.02499999999999
33,92,37,92,83,82.15299999999999
54,46,69,59,97,79.23
69,46,59,69,34,67.41499999999999
87,58,34,83,74,81.80099999999999
100,32,86,51,80,84.98499999999999
100,51,40,80,94,88.874
54,68,96,96,86,97.482
32,33,35,55,47,49.216
41,63,57,55,41,62.612
41,56,93,86,83,87.511
65,41,65,36,81,70.187
48,35,92,84,69,79.92099999999999
39,68,81,84,32,74.04599999999999
33,93,68,64,57,76.78699999999999
95,30,39,94,76,81.288
60,95,67,33,50,74.31700000000001
94,45,85,52,62,82.29399999999998
90,82,90,30,76,89.658
69,83,43,68,46,75.236
51,62,40,70,40,64.03999999999999
49,56,37,86,69,72.353
67,84,91,53,99,96.04799999999999
59,64,60,82,67,80.875
87,95,37,65,72,86.69699999999999
86,48,100,32,39,74.255
61,73,55,89,92,90.161
31,78,65,56,41,66.047
80,36,50,34,57,62.571
86,98,32,55,31,73.49199999999999
92,50,88,59,93,93.05799999999999
30,73,44,87,71,74.34400000000001
71,59,98,97,51,91.556
38,87,76,91,79,90.436
38,31,52,92,41,61.849
65,41,86,94,91,91.855
53,49,86,78,66,80.89
77,87,68,38,34,74.01799999999999
85,77,86,60,60,89.622
64,54,43,62,64,69.90199999999999
77,87,73,41,51,80.13199999999999
65,50,70,90,36,75.69999999999999
49,54,52,65,41,63.562
49,38,54,48,40,55.77000000000001
57,93,97,53,35,81.608
90,96,68,58,70,93.03999999999999
33,90,63,77,34,72.359
93,60,99,90,81,103.017
90,71,62,58,63,83.761
82,31,66,65,86,80.37700000000001
98,45,34,46,30,61.519999999999996
68,79,44,56,55,73.551
66,82,38,83,79,84.776
92,39,73,72,94,90.118
58,47,86,81,44,76.951
51,61,34,78,49,66.481
38,53,59,79,91,78.016
99,45,97,62,50,85.922
89,32,77,56,30,69.092
61,97,73,54,84,89.944
87,58,64,87,32,79.803
78,79,47,30,53,69.89500000000001
82,61,97,95,31,89.076
61,84,80,98,50,90.84199999999998
34,85,87,62,61,80.207
64,43,53,64,77,73.329
52,58,41,40,44,57.239999999999995
63,92,90,76,91,100.417
80,37,57,34,61,65.503
47,74,67,82,65,81.62899999999999
88,48,52,88,95,90.35499999999999
59,31,94,96,38,77.416
99,97,35,36,53,77.899
70,97,79,67,93,98.94999999999999
64,65,66,68,79,83.331
93,79,91,97,94,110.58699999999999
40,92,62,38,62,71.68
42,65,33,65,50,62.121
76,88,38,50,54,74.516
81,39,76,59,55,75.474
41,69,58,96,42,74.52799999999999
68,83,77,32,99,87.52699999999999
40,52,53,66,58,65.54799999999999
31,95,85,76,84,90.47
79,50,51,91,47,77.39
30,97,81,55,66,80.22699999999999
93,50,73,35,54,74.253
61,56,95,47,70,80.17699999999999
55,96,72,86,62,90.38999999999999
67,58,77,82,79,88.435
79,53,94,86,80,95.48400000000001
77,91,78,33,72,85.52900000000001
79,82,30,72,95,87.21699999999998
68,39,76,60,75,77.471
33,54,69,99,67,78.47
57,72,98,92,49,89.63499999999999
98,41,80,51,78,84.743
74,80,77,64,85,92.593
100,48,98,37,69,85.72
57,59,79,38,72,74.34
100,78,78,53,72,92.783
49,93,79,85,99,98.73599999999999
73,98,65,67,89,95.524
36,78,89,68,80,85.584
75,95,60,84,48,88.14200000000001
36,92,96,78,53,86.52300000000001
32,60,75,44,52,64.116
56,40,100,79,30,74.25899999999999
53,94,68,79,75,89.926
75,100,98,68,77,101.85099999999998
58,55,88,90,95,94.07300000000001
35,41,62,58,46,58.965999999999994
90,61,87,73,94,98.661
71,83,80,87,52,90.835
56,56,47,50,42,61.123999999999995
83,64,88,55,95,93.814
96,34,91,37,66,78.893
31,57,80,94,53,76.757
34,74,80,86,85,87.527
88,39,99,79,72,91.80499999999999
69,45,60,71,58,73.78099999999999
83,60,88,43,48,78.40700000000001
49,63,69,77,100,87.277
88,100,73,62,81,98.419
35,65,64,36,96,72.214
88,52,74,60,33,74.70499999999998
36,34,78,58,71,67.529
69,35,37,66,46,61.574
32,59,36,86,30,59.172000000000004
45,74,71,90,49,80.145
53,83,95,66,34,80.626
66,71,39,42,98,77.02799999999999
99,53,51,94,49,84.181
91,54,85,38,75,83.547
92,60,47,77,45,78.108
78,45,75,53,96,84.55499999999999
90,75,74,92,39,90.047
96,90,82,51,75,95.968
51,69,46,44,64,66.774
40,37,69,45,80,66.07900000000001
34,80,47,66,40,65.05399999999999
53,73,66,85,36,76.21700000000001
56,34,67,76,82,76.754
82,33,38,56,35,59.351
40,49,87,89,62,79.681
49,70,64,50,32,64.544
47,71,89,38,48,71.408
42,82,48,96,73,83.09700000000001
45,95,93,81,88,98.005
75,70,34,81,75,81.584
84,58,74,35,66,77.211
36,94,96,31,41,72.65
62,55,33,52,56,62.831999999999994
61,57,84,52,58,76.01199999999999
37,84,42,55,63,68.498
73,47,91,48,68,79.662
74,59,52,91,86,88.17500000000001
60,64,38,31,45,57.966
93,31,47,74,32,67.36
56,88,51,64,31,70.61500000000001
93,55,63,34,91,81.855
96,79,93,56,87,100.12299999999999
64,59,75,63,94,86.523
83,63,32,55,64,72.311
63,74,60,97,53,84.498
77,37,50,33,92,70.42099999999999
92,100,77,99,64,105.189
38,96,41,48,49,66.29299999999999
60,50,87,63,48,75.017
57,69,50,43,53,66.264
91,66,53,68,60,82.282
75,85,89,88,69,98.89500000000001
78,84,89,52,58,87.934
45,47,85,56,92,79.24600000000001
72,66,84,39,53,76.486
34,47,73,62,68,69.234
54,54,71,93,77,85.032
35,95,100,55,54,82.645
67,58,78,78,80,87.952
92,87,63,39,81,88.18599999999999
88,31,70,48,68,74.264
54,74,84,93,74,92.349
66,47,67,34,90,74.1
43,76,81,56,83,82.65700000000001
50,94,91,97,47,92.32600000000001
83,64,51,33,94,79.195
70,60,48,62,56,72.078
63,46,32,73,60,66.717
62,43,46,75,82,75.035
65,39,30,83,76,71.355
90,68,97,42,83,92.58099999999999
65,66,44,42,34,61.105999999999995
90,67,64,47,76,83.785
61,53,34,58,99,74.339
82,47,62,42,75,75.021
42,100,75,100,84,97.744
54,90,52,62,35,71.357
36,98,42,75,71,78.49199999999999
69,42,58,56,34,63.036
30,40,59,44,91,64.40299999999999
37,38,43,72,65,62.138999999999996
87,49,62,69,47,76.42
82,86,73,86,37,88.603
85,32,67,74,84,83.288
37,64,47,83,36,65.02699999999999
75,84,32,94,84,89.87599999999999
84,43,66,77,41,75.67999999999999
36,94,88,70,39,79.685
63,43,58,40,73,67.495
53,89,42,44,99,79.737
82,36,96,70,35,77.637
62,58,36,81,86,78.693
81,76,65,82,50,86.182
79,58,90,98,79,98.399
61,73,32,66,98,80.43
56,47,51,74,47,66.961
72,59,76,67,79,86.00000000000001
66,49,86,66,31,72.54499999999999
93,43,51,37,85,75.258
90,86,60,91,76,98.137
75,39,35,52,86,69.912
39,62,86,83,85,86.544
69,60,59,93,53,81.318
81,69,52,89,38,80.063
43,46,87,46,69,70.941
55,69,57,47,48,67.235
78,44,53,44,96,76.756
65,76,38,39,44,63.803
93,36,94,81,30,81.25899999999999
76,86,72,80,37,85.44899999999998
40,80,86,54,74,81.43599999999999
75,81,72,82,35,83.983
86,90,57,35,88,86.745
40,96,83,58,39,77.005
41,77,67,100,80,88.958
93,57,70,66,51,82.027
40,62,46,58,63,65.56099999999999
69,90,59,99,48,88.87100000000001
57,47,32,62,88,69.696
96,79,82,61,53,90.324
39,80,100,54,58,80.68999999999998
96,31,56,52,38,66.406
70,95,62,92,81,97.449
90,94,45,77,82,94.497
39,46,40,41,74,58.515
65,51,80,34,86,77.02600000000001
33,98,85,37,40,71.429
95,53,83,32,36,72.76999999999998
64,92,83,91,85,101.126
47,54,63,50,81,71.917
50,87,54,92,33,76.945
99,35,88,45,87,86.22
84,37,38,42,52,61.574000000000005
30,53,81,80,77,78.261
96,88,84,99,37,98.322
61,37,72,87,64,78.179
42,34,46,72,84,67.75999999999999
52,70,97,63,83,88.976
78,35,68,50,44,66.93799999999999
87,52,49,68,74,80.35199999999999
70,62,63,30,84,75.31
30,88,58,38,75,70.493
81,36,49,89,64,77.649
93,59,35,79,36,73.459
42,87,35,89,37,70.624
35,78,40,93,34,68.191
71,59,57,96,35,77.389
47,92,65,79,69,85.784
87,71,36,32,36,63.758
55,99,33,91,67,84.04599999999999
59,79,70,63,70,83.09299999999999
46,86,42,38,79,70.953
33,79,37,65,77,70.95
61,35,69,88,96,85.042
85,48,94,61,76,88.661
63,31,64,73,86,77.23500000000001
33,44,64,31,66,58.041
46,91,72,63,67,82.62799999999999
95,92,88,80,76,104.97
51,31,38,45,62,55.303
91,38,89,73,56,84.469
85,64,34,63,37,68.856
67,75,42,98,50,80.826
80,65,42,48,39,66.687
93,41,39,65,52,70.56099999999999
79,83,31,49,31,66.43599999999999
52,91,66,83,37,80.12599999999999
42,97,79,42,89,85.119
34,72,83,92,63,83.839
81,37,77,60,77,80.863
39,30,69,64,36,57.965999999999994
75,98,34,75,77,87.448
51,50,40,100,63,74.037
62,57,76,31,88,76.549
32,62,86,92,73,84.09699999999998
62,50,96,96,86,95.02600000000001
62,32,35,59,72,63.32899999999999
91,43,39,89,78,82.767
81,61,56,38,58,71.59400000000001
89,36,95,100,59,92.25699999999999
56,80,71,42,53,73.587
60,35,60,68,79,73.57900000000001
48,31,74,64,94,75.81800000000001
53,49,99,100,72,90.878
93,54,33,37,47,64.24000000000001
93,30,84,44,70,78.164
57,83,49,70,75,81.387
97,50,45,96,81,89.827
47,50,48,61,73,67.994
78,45,97,95,36,85.429
76,32,87,93,99,94.282
49,69,45,85,94,83.35900000000001
48,62,98,41,87,81.934
78,77,80,56,78,89.902
85,89,46,68,81,89.879
43,55,59,82,71,75.54299999999999
93,57,31,42,49,66.189
98,90,55,66,72,92.774
97,86,67,87,82,102.037
89,76,92,44,84,93.802
100,37,50,76,50,76.146
53,42,67,52,51,64.553
70,89,68,69,50,84.265
97,83,66,56,72,91.078
91,66,56,70,52,81.53999999999999
47,55,98,61,35,72.104
37,47,42,51,44,53.843
73,96,70,68,83,95.029
43,90,32,35,38,57.989000000000004
63,66,67,57,67,77.964
30,32,55,66,30,51.876
83,32,82,97,71,88.868
47,58,87,33,87,76.088
100,100,78,67,87,105.22799999999998
71,33,34,45,74,62.595
33,45,46,64,77,64.607
95,36,78,90,82,92.766
72,98,72,51,88,92.857
58,35,58,40,99,70.703
57,92,60,52,33,71.603
88,42,75,94,93,95.47099999999999
75,92,94,97,97,110.86999999999999
49,68,35,45,45,58.949999999999996
42,77,87,35,30,66.03499999999998
90,100,57,87,55,94.704
64,59,51,93,79,84.28200000000001
33,72,53,41,51,60.943999999999996
76,71,90,54,75,89.173
37,64,74,67,48,70.667
61,60,35,68,70,71.616
99,65,71,78,94,99.126
73,31,94,51,80,80.15899999999999
64,100,99,84,48,96.216
87,100,44,92,61,93.49099999999999
47,32,48,96,61,69.167
94,52,40,38,63,69.865
33,30,56,43,43,49.95399999999999
100,43,98,45,85,90.364
86,74,42,46,49,72.29899999999999
72,66,42,48,59,69.895
100,37,53,88,72,85.18400000000001
50,95,49,45,71,75.566
79,90,75,51,78,90.881
58,85,49,98,71,87.94099999999999
99,76,66,77,57,91.282
81,65,44,49,31,65.7
75,82,82,36,92,89.45400000000001
99,61,47,87,91,93.746
38,96,44,74,94,84.368
88,52,37,68,86,80.606
84,38,56,44,77,72.821
97,35,58,76,84,85.214
71,64,99,93,62,94.743
71,40,91,86,94,93.074
34,72,60,88,72,79.46000000000001
97,84,61,80,53,91.279
75,32,61,54,45,64.989
30,86,38,71,39,64.324
91,78,57,77,95,96.94800000000001
83,60,75,31,36,69.37899999999999
49,62,96,79,89,91.412
71,48,96,37,36,70.12899999999999
71,80,78,85,40,86.189
59,30,38,77,57,63.54599999999999
83,95,59,83,48,89.59100000000001
78,34,78,95,44,80.06899999999999
80,48,35,95,70,79.847
77,91,96,94,48,98.864
49,42,70,98,40,72.8
100,30,54,66,96,84.25399999999999
46,95,42,83,65,80.654
70,54,77,84,54,82.546
58,82,40,76,84,82.85199999999999
61,65,92,89,64,90.37700000000001
39,32,72,69,62,66.77099999999999
40,40,67,63,79,70.452
53,81,47,72,67,77.969
92,63,42,58,37,71.04299999999999
85,60,47,56,67,76.701
44,74,89,94,86,94.332
95,61,61,73,89,92.30199999999999
45,70,53,36,94,72.68
78,100,57,57,87,92.35
93,64,48,54,36,71.77600000000001
61,41,81,100,47,80.345
46,60,70,56,88,78.02
86,35,81,70,78,85.236
61,33,89,99,56,82.307
51,30,75,79,82,77.24900000000001
56,46,95,72,85,86.277
42,88,95,35,50,75.571
87,63,59,91,78,92.045
62,60,47,83,45,72.306
73,59,61,82,57,80.837
48,72,57,58,81,77.031
69,98,48,84,55,86.209
80,63,48,79,89,87.446
63,93,48,97,75,91.596
65,100,34,80,71,85.26099999999998
91,66,98,86,87,104.25099999999999
57,38,86,48,75,74.089
92,40,62,31,46,65.955
91,96,80,70,75,100.351
91,64,61,68,31,76.64099999999999
38,94,73,90,49,83.819
55,33,90,40,31,60.637
82,75,54,75,95,92.82
86,69,61,90,48,86.162
35,84,37,93,80,80.19300000000001
89,62,69,66,67,85.95499999999998
42,42,75,72,97,79.973
68,84,65,99,71,94.264
82,82,65,75,69,90.842
92,96,66,32,57,83.533
83,72,83,47,90,91.377
45,67,36,75,82,74.337
57,36,52,84,65,71.603
60,78,45,44,85,76.04899999999999
35,54,80,100,35,74.041
68,99,63,95,98,103.07899999999998
65,48,34,67,59,66.474
68,66,90,32,66,78.46600000000001
85,89,36,80,79,89.865
86,59,33,61,68,74.743
62,74,88,44,33,73.309
78,99,58,53,41,80.108
43,84,49,75,66,77.253
59,58,58,54,56,69.424
73,69,97,92,95,103.80099999999999
71,59,62,89,70,85.483
73,34,76,68,60,75.73
52,53,58,42,51,62.36899999999999
58,62,95,77,93,93.84
68,97,62,91,35,85.94
93,43,72,86,63,86.899
65,78,94,90,92,102.108
90,60,91,65,84,94.999
32,36,95,66,47,67.261
42,79,87,64,87,87.535
37,73,74,80,53,77.247
78,98,71,60,78,93.80199999999999
62,81,77,85,52,86.951
54,45,45,98,52,71.58200000000001
98,33,45,60,49,69.333
38,46,47,49,59,58.25
43,51,32,46,64,57.516
96,51,43,65,72,79.60300000000001
65,71,64,60,96,86.77
82,89,66,74,65,91.571
37,60,85,32,40,61.91
43,39,40,78,97,72.401
33,35,82,53,47,60.928
81,55,99,74,33,83.24499999999999
100,61,51,100,61,90.773
92,45,54,81,35,74.67800000000001
57,61,71,81,67,82.1
64,64,72,95,30,79.107
91,76,95,86,49,96.649
65,74,46,84,37,74.487
79,58,40,43,41,63.523999999999994
58,66,97,40,35,72.103
32,40,33,51,74,56.07899999999999
65,81,67,35,88,81.907
88,60,98,74,45,88.855
79,53,83,76,51,83.265
75,76,83,48,46,79.88
34,92,60,45,70,73.40100000000001
34,83,51,61,83,76.082
65,90,95,47,92,94.83099999999999
31,98,60,65,68,78.509
55,45,69,93,77,82.58999999999999
83,80,48,57,83,85.50399999999999
59,41,98,42,92,80.94
67,57,60,63,38,69.381
67,47,37,32,34,52.816
96,35,79,91,82,93.251
79,52,55,68,100,86.25
99,45,73,78,40,81.504
33,33,85,46,74,66.086
67,45,100,90,41,83.509
37,33,62,85,74,70.919
35,52,30,30,41,45.813
96,56,63,55,94,88.663
45,70,32,80,33,63.303
78,78,80,48,55,82.567
86,74,35,93,83,90.34199999999998
31,70,34,72,85,71.199
87,36,71,40,34,65.21199999999999
56,30,70,95,58,75.247
43,52,63,88,57,73.815
48,47,91,68,89,83.61699999999999
85,58,65,65,64,82.05699999999999
88,93,46,79,49,86.414
42,56,80,57,31,64.794
68,98,99,96,70,105.00200000000001
80,53,72,100,84,94.74
97,48,86,93,82,98.85900000000001
51,89,82,91,46,87.449
50,96,60,60,73,82.62899999999999
69,38,61,95,66,80.109
48,100,38,33,86,74.377
96,46,76,67,96,92.801
70,35,85,77,64,80.61099999999999
69,78,62,93,99,97.712
38,99,35,68,53,71.401
80,41,61,61,83,79.406
71,69,89,80,83,95.50900000000001
30,71,81,44,70,72.19
68,85,100,89,50,95.473
62,57,70,63,40,71.101
93,70,34,95,58,85.17699999999999
91,82,33,37,38,68.383
60,77,55,77,86,86.50899999999999
65,72,81,90,46,86.202
59,52,38,95,88,80.883
96,61,93,54,83,94.26500000000001
79,30,77,30,95,75.791
36,33,65,74,53,63.590999999999994
64,85,43,76,46,76.45799999999998
90,73,86,58,59,89.12499999999999
95,81,58,52,75,87.917
54,72,68,60,47,73.323
92,80,56,36,40,73.996
43,57,50,66,44,63.331999999999994
68,85,52,72,92,89.91999999999999
98,62,41,53,97,85.49199999999999
55,93,55,60,59,78.457
31,52,74,47,35,58.24199999999999
98,62,46,66,60,80.806
37,83,64,76,42,73.58000000000001
69,49,33,55,100,74.571
87,63,84,66,54,86.19
41,51,41,88,99,78.009
100,53,49,74,55,80.54499999999999
93,97,63,78,31,88.095
65,75,70,72,49,80.61099999999999
98,43,71,64,53,80.069
68,79,31,35,53,64.786
90,100,88,86,77,107.41499999999999
46,78,59,41,50,66.773
57,99,38,41,60,71.885
73,96,58,93,70,94.99100000000001
38,57,65,87,31,67.7
41,31,87,62,68,70.44
57,57,36,100,86,81.856
57,88,78,43,40,74.547
60,66,96,95,45,88.15800000000002
41,55,69,30,41,57.513
30,71,44,92,100,82.17599999999999
31,90,69,68,33,70.907
86,49,56,74,56,78.134
38,77,81,90,71,87.013
65,80,78,61,33,77.18999999999998
65,49,46,94,42,72.042
61,95,53,94,82,93.80600000000001
35,62,50,60,75,68.753
86,77,55,52,80,85.256
60,63,60,55,66,74.067
36,61,37,48,52,57.028000000000006
54,39,97,82,69,83.083
92,93,34,80,70,89.84200000000001
65,77,48,43,77,75.544
97,82,90,92,33,95.883
49,44,76,91,74,81.381
49,58,60,73,45,69.414
76,56,48,53,42,66.937
89,99,50,43,89,90.148
75,68,36,31,95,74.334
90,51,38,87,40,74.437
54,36,71,86,39,69.62899999999999
66,92,89,69,64,92.583
32,35,94,63,88,76.089
90,55,52,61,85,83.536
48,41,46,62,49,59.91499999999999
63,68,63,89,99,93.09199999999998
53,73,57,70,48,73.316
43,96,52,71,64,79.451
99,85,65,43,37,80.07199999999999
47,82,57,84,30,73.05199999999999
33,35,35,61,46,51.15899999999999
56,61,58,99,58,80.85499999999999
87,91,40,67,56,83.01899999999999
94,96,59,31,44,78.881
44,94,89,75,70,90.67500000000001
94,46,40,100,56,81.752
98,96,35,79,35,83.452
34,60,93,70,32,70.41
88,69,70,89,34,85.169
87,61,74,44,73,82.571
47,99,100,63,70,92.38900000000001
57,71,38,63,34,64.029
90,75,97,87,99,109.14399999999999
82,69,76,67,42,81.79499999999999
78,52,72,37,98,82.13299999999998
88,52,55,47,81,78.66999999999999
62,82,86,68,66,88.69
90,64,53,99,48,86.14500000000001
30,62,32,92,43,63.08699999999999
40,51,79,83,45,72.59400000000001
36,67,98,79,63,83.604
52,83,59,80,97,90.437
61,70,62,98,48,82.544
57,74,54,99,49,81.088
46,82,85,73,30,76.969
65,60,48,54,98,79.214
48,89,35,36,69,67.525
42,83,82,78,46,80.64799999999998
43,54,47,66,79,70.443
71,95,66,81,69,93.054
61,52,79,53,32,67.445
51,81,55,68,100,86.55
36,87,40,45,62,65.825
63,42,82,61,100,84.82499999999999
97,89,67,33,42,79.84700000000001
38,80,30,71,42,63.579
93,40,85,66,82,89.134
63,93,64,34,60,76.516
69,80,71,88,48,86.686
47,76,35,44,72,66.78999999999999
44,34,40,31,51,48.732
31,74,69,71,92,82.187
54,90,100,33,75,85.822
51,44,43,79,81,72.612
36,79,55,94,97,88.015
56,64,91,83,53,84.526
79,43,41,77,36,67.145
57,33,59,98,35,68.631
77,36,62,47,61,68.912
69,48,61,71,32,68.387
95,91,92,38,81,96.72099999999999
93,97,71,71,32,88.59100000000001
69,61,87,56,96,89.938
32,94,33,30,33,54.107
59,82,64,53,69,79.686
53,86,64,40,68,75.806
70,78,30,69,59,74.514
41,74,76,38,55,69.23100000000001
63,79,83,44,53,78.45100000000001
74,59,82,90,79,93.537
98,97,100,43,58,96.44299999999998
94,39,46,34,94,74.78
57,68,35,55,32,60.131
41,98,73,77,77,89.222
88,100,49,76,36,84.94
59,47,74,58,43,68.431
52,36,70,61,61,68.216
100,36,43,81,93,85.94399999999999
99,41,72,39,74,79.13699999999999
73,85,52,44,76,80.40599999999999
48,76,55,85,63,79.67
80,78,71,79,89,96.71799999999999
46,49,59,41,44,58.227000000000004
54,43,82,90,59,79.893
96,57,45,82,97,91.811
